	J1		
t	x	y	
0.000000E0	-8.213626E-2	8.344001E-2
3.333333E-2	-7.612682E-2	7.866244E-2
6.666667E-2	-8.031994E-2	8.097047E-2
1.000000E-1	-8.087160E-2	8.212058E-2
1.333333E-1	-8.085182E-2	8.124479E-2
1.666667E-1	-8.124440E-2	8.194224E-2
2.000000E-1	-8.121284E-2	8.168355E-2
2.333333E-1	-8.175111E-2	7.995195E-2
2.666667E-1	-8.257442E-2	7.963221E-2
3.000000E-1	-8.307088E-2	7.972603E-2
3.333333E-1	-8.419503E-2	7.930819E-2
3.666667E-1	-8.494441E-2	7.924072E-2
4.000000E-1	-8.560558E-2	7.942065E-2
4.333333E-1	-8.586533E-2	7.953047E-2
4.666667E-1	-8.607782E-2	7.967798E-2
5.000000E-1	-8.628130E-2	7.971304E-2
5.333333E-1	-8.730731E-2	7.906611E-2
5.666667E-1	-8.826926E-2	7.920842E-2
6.000000E-1	-8.871237E-2	7.958097E-2
6.333333E-1	-8.884617E-2	7.972130E-2
6.666667E-1	-9.017194E-2	7.932214E-2
7.000000E-1	-9.091495E-2	7.934298E-2
7.333333E-1	-9.135234E-2	7.939233E-2
7.666667E-1	-9.182637E-2	7.972980E-2
8.000000E-1	-9.334964E-2	7.928386E-2
8.333333E-1	-9.392714E-2	7.930789E-2
8.666667E-1	-9.430559E-2	7.936621E-2
9.000000E-1	-9.603062E-2	7.934792E-2
9.333333E-1	-9.677928E-2	7.938694E-2
9.666667E-1	-9.714923E-2	7.953998E-2
1.000000E0	-9.734715E-2	7.956602E-2
1.033333E0	-9.910460E-2	7.953536E-2
1.066667E0	-9.949523E-2	7.955808E-2
1.100000E0	-9.975917E-2	7.961117E-2
1.133333E0	-1.000001E-1	7.971358E-2
1.166667E0	-1.000431E-1	7.972534E-2
1.200000E0	-1.001695E-1	7.983203E-2
1.233333E0	-1.003525E-1	7.982285E-2
1.266667E0	-1.003994E-1	7.999945E-2
1.300000E0	-1.004537E-1	7.984594E-2
1.333333E0	-1.003936E-1	7.977237E-2
1.366667E0	-1.005633E-1	7.977520E-2
1.400000E0	-1.007037E-1	7.996863E-2
1.433333E0	-1.022528E-1	8.060448E-2
1.466667E0	-1.027799E-1	8.090084E-2
1.500000E0	-1.031372E-1	8.107492E-2
1.533333E0	-1.033358E-1	8.268009E-2
1.566667E0	-1.051069E-1	8.353717E-2
1.600000E0	-1.055367E-1	8.390604E-2
1.633333E0	-1.079379E-1	8.600218E-2
1.666667E0	-1.086257E-1	8.849037E-2
1.700000E0	-1.110279E-1	8.964657E-2
1.733333E0	-1.116549E-1	9.220174E-2
1.766667E0	-1.120750E-1	9.497188E-2
1.800000E0	-1.138566E-1	9.527962E-2
1.833333E0	-1.169349E-1	9.860383E-2
1.866667E0	-1.195352E-1	1.012538E-1
1.900000E0	-1.206627E-1	1.065394E-1
1.933333E0	-1.232275E-1	1.123896E-1
1.966667E0	-1.260440E-1	1.188571E-1
2.000000E0	-1.287698E-1	1.300470E-1
2.033333E0	-1.317572E-1	1.418465E-1
2.066667E0	-1.377063E-1	1.537655E-1
2.100000E0	-1.465381E-1	1.682013E-1
2.133333E0	-1.521294E-1	1.743074E-1
2.166667E0	-1.585969E-1	1.918302E-1
2.200000E0	-1.681838E-1	2.099038E-1
2.233333E0	-1.733988E-1	2.307638E-1
2.266667E0	-1.812213E-1	2.464088E-1
2.300000E0	-1.825250E-1	2.529275E-1
2.333333E0	-1.812213E-1	2.685725E-1
2.366667E0	-1.843693E-1	2.912444E-1
2.400000E0	-1.842663E-1	3.177135E-1
2.433333E0	-1.845818E-1	3.381648E-1
2.466667E0	-1.877248E-1	3.586060E-1
2.500000E0	-1.932435E-1	3.787616E-1
2.533333E0	-1.993940E-1	3.963523E-1
2.566667E0	-2.023733E-1	4.048613E-1
2.600000E0	-2.079351E-1	4.199383E-1
2.633333E0	-2.168655E-1	4.375791E-1
2.666667E0	-2.256989E-1	4.434498E-1
2.700000E0	-2.373972E-1	4.461696E-1
2.733333E0	-2.516103E-1	4.436117E-1
2.766667E0	-2.577079E-1	4.431530E-1
2.800000E0	-2.722233E-1	4.379201E-1
2.833333E0	-2.956229E-1	4.289482E-1
2.866667E0	-3.130623E-1	4.228111E-1
2.900000E0	-3.308400E-1	4.166360E-1
2.933333E0	-3.487129E-1	4.106387E-1
2.966667E0	-3.688136E-1	4.028960E-1
3.000000E0	-3.892351E-1	3.967025E-1
3.033333E0	-3.982767E-1	3.936635E-1
3.066667E0	-4.275267E-1	3.849522E-1
3.100000E0	-4.479737E-1	3.817695E-1
3.133333E0	-4.682764E-1	3.762058E-1
3.166667E0	-4.771807E-1	3.734126E-1
3.200000E0	-4.948172E-1	3.675988E-1
3.233333E0	-5.122457E-1	3.617267E-1
3.266667E0	-5.356954E-1	3.555089E-1
3.300000E0	-5.500702E-1	3.523377E-1
3.333333E0	-5.559765E-1	3.502251E-1
3.366667E0	-5.679006E-1	3.469440E-1
